data,qtd_incidentes,prioridade_media,pct_criticos,completude_media,tam_desc_medio,tem_AM,tem_disk,tem_ICMP,lag_1,lag_2,lag_7,lag_14,lag_30,media_7d,media_14d,media_30d,std_7d,dia_semana,mes,dia_mes,fim_de_semana,media_3d,trend_7_30,variacao_1d,variacao_7d,target_d1,target_d7
2025-04-27,45,1.6666666666666667,0.1111111111111111,1.0,47.111111111111114,0.022222222222222223,0.15555555555555556,0.0,61.0,118.0,31.0,56.0,130.0,86.28571428571429,87.21428571428571,98.33333333333333,36.668398227512405,6,4,27,1,74.66666666666667,-12.047619047619037,-57.0,30.0,115.0,37.0
2025-04-28,115,1.9739130434782608,0.1391304347826087,0.967391304347826,53.18260869565217,0.02608695652173913,0.11304347826086956,0.0,45.0,61.0,49.0,110.0,63.0,95.71428571428571,87.57142857142857,100.06666666666666,33.86106065337343,0,4,28,0,73.66666666666667,-4.352380952380955,-16.0,-4.0,171.0,95.0
2025-04-29,171,1.9239766081871346,0.14619883040935672,0.9853801169590644,45.748538011695906,0.011695906432748537,0.1286549707602339,0.017543859649122806,115.0,45.0,78.0,112.0,56.0,109.0,91.78571428571429,103.9,42.81354925721536,1,4,29,0,110.33333333333333,5.099999999999994,70.0,37.0,195.0,108.0
2025-04-30,195,2.112820512820513,0.23076923076923078,0.7448717948717949,47.312820512820515,0.0,0.08205128205128205,0.1076923076923077,171.0,115.0,123.0,103.0,110.0,119.28571428571429,98.35714285714286,106.73333333333333,53.94044334793174,2,4,30,0,160.33333333333334,12.552380952380958,56.0,48.0,93.0,125.0
2025-05-01,93,1.8172043010752688,0.15053763440860216,1.0,47.61290322580645,0.021505376344086023,0.17204301075268819,0.010752688172043012,195.0,171.0,130.0,140.0,127.0,114.0,95.0,105.6,54.52522352086239,3,5,1,0,153.0,8.400000000000006,24.0,65.0,95.0,119.0
2025-05-02,95,1.8210526315789475,0.08421052631578947,1.0,45.66315789473684,0.010526315789473684,0.12631578947368421,0.0,93.0,195.0,118.0,67.0,152.0,110.71428571428571,97.0,103.7,54.93545996808225,4,5,2,0,127.66666666666667,7.014285714285705,-102.0,-25.0,66.0,109.0
2025-05-03,66,1.9545454545454546,0.19696969696969696,0.9886363636363636,49.95454545454545,0.0,0.15151515151515152,0.07575757575757576,95.0,93.0,61.0,54.0,178.0,111.42857142857143,97.85714285714286,99.96666666666667,54.20903105220617,5,5,3,1,84.66666666666667,11.461904761904762,2.0,34.0,37.0,73.0
2025-05-04,37,1.945945945945946,0.21621621621621623,0.9932432432432432,56.86486486486486,0.0,0.10810810810810811,0.0,66.0,95.0,45.0,31.0,180.0,110.28571428571429,98.28571428571429,95.2,55.900847595584516,6,5,4,1,66.0,15.085714285714289,-29.0,21.0,95.0,38.0
2025-05-05,95,1.9263157894736842,0.10526315789473684,1.0,47.71578947368421,0.010526315789473684,0.11578947368421053,0.010526315789473684,37.0,66.0,115.0,49.0,105.0,107.42857142857143,101.57142857142857,94.86666666666666,56.13037544519948,0,5,5,0,66.0,12.56190476190477,-29.0,-78.0,108.0,151.0
2025-05-06,108,1.9814814814814814,0.16666666666666666,0.9953703703703703,46.53703703703704,0.018518518518518517,0.12037037037037036,0.018518518518518517,95.0,37.0,171.0,78.0,45.0,98.42857142857143,103.71428571428571,96.96666666666667,48.81207891105493,1,5,6,0,80.0,1.461904761904762,58.0,-76.0,125.0,111.0
2025-05-07,125,1.92,0.104,0.994,46.928,0.0,0.112,0.0,108.0,95.0,195.0,123.0,145.0,88.42857142857143,103.85714285714286,96.3,28.797321303998416,2,5,7,0,109.33333333333333,-7.871428571428567,13.0,-87.0,119.0,149.0
2025-05-08,119,1.781512605042017,0.058823529411764705,0.9978991596638656,42.46218487394958,0.008403361344537815,0.1092436974789916,0.008403361344537815,125.0,108.0,93.0,130.0,131.0,92.14285714285714,103.07142857142857,95.9,31.072112745614785,3,5,8,0,117.33333333333333,-3.757142857142867,17.0,32.0,109.0,165.0
2025-05-09,109,1.9357798165137614,0.14678899082568808,1.0,45.99082568807339,0.0,0.13761467889908258,0.009174311926605505,119.0,125.0,95.0,118.0,125.0,94.14285714285714,102.42857142857143,95.36666666666666,31.7302619562072,4,5,9,0,117.66666666666667,-1.2238095238095212,-6.0,24.0,73.0,125.0
2025-05-10,73,1.7397260273972603,0.0684931506849315,0.9691780821917808,57.013698630136986,0.0,0.1506849315068493,0.0273972602739726,109.0,119.0,66.0,61.0,120.0,95.14285714285714,103.28571428571429,93.8,30.79192844144165,5,5,10,1,100.33333333333333,1.3428571428571416,-10.0,43.0,38.0,52.0
2025-05-11,38,2.026315789473684,0.3684210526315789,0.9802631578947368,54.5,0.02631578947368421,0.15789473684210525,0.0,73.0,109.0,37.0,45.0,89.0,95.28571428571429,102.78571428571429,92.1,30.47793893793949,6,5,11,1,73.33333333333333,3.1857142857142975,-36.0,36.0,151.0,35.0
2025-05-12,151,2.1456953642384105,0.2847682119205298,0.9917218543046358,47.57615894039735,0.013245033112582781,0.08609271523178808,0.019867549668874173,38.0,73.0,95.0,115.0,47.0,103.28571428571429,105.35714285714286,95.56666666666666,37.03473273255032,0,5,12,0,87.33333333333333,7.719047619047629,-35.0,-57.0,111.0,117.0
2025-05-13,111,1.9639639639639639,0.08108108108108109,0.990990990990991,49.0990990990991,0.018018018018018018,0.08108108108108109,0.009009009009009009,151.0,38.0,108.0,171.0,56.0,103.71428571428571,101.07142857142857,97.4,37.11564937558595,1,5,13,0,100.0,6.3142857142857025,113.0,43.0,149.0,130.0
2025-05-14,149,1.7114093959731544,0.10738255033557047,0.9949664429530202,49.77852348993289,0.026845637583892617,0.087248322147651,0.026845637583892617,111.0,151.0,125.0,195.0,110.0,107.14285714285714,97.78571428571429,98.7,40.37502764262661,2,5,14,0,137.0,8.442857142857136,-40.0,-14.0,165.0,127.0
2025-05-15,165,1.9636363636363636,0.15151515151515152,0.9590909090909091,45.81818181818182,0.006060606060606061,0.09090909090909091,0.01818181818181818,149.0,111.0,119.0,93.0,112.0,113.71428571428571,102.92857142857143,100.46666666666667,45.98084487303491,3,5,15,0,141.66666666666666,13.24761904761904,38.0,30.0,125.0,194.0
2025-05-16,125,1.928,0.16,1.0,53.92,0.04,0.12,0.008,165.0,149.0,109.0,95.0,103.0,116.0,105.07142857142857,101.2,46.10495273467561,4,5,16,0,146.33333333333334,14.799999999999997,16.0,56.0,52.0,146.0
2025-05-17,52,1.8846153846153846,0.19230769230769232,1.0,47.94230769230769,0.019230769230769232,0.21153846153846154,0.057692307692307696,125.0,165.0,73.0,66.0,140.0,113.0,104.07142857142857,98.26666666666667,49.89655966764314,5,5,17,1,114.0,14.733333333333334,-40.0,52.0,35.0,90.0
2025-05-18,35,1.8285714285714285,0.2,1.0,51.542857142857144,0.05714285714285714,0.2571428571428571,0.05714285714285714,52.0,125.0,38.0,37.0,67.0,112.57142857142857,103.92857142857143,97.2,50.65523053893237,6,5,18,1,70.66666666666667,15.371428571428567,-73.0,14.0,117.0,54.0
2025-05-19,117,1.9572649572649572,0.1623931623931624,0.9914529914529915,50.452991452991455,0.042735042735042736,0.1111111111111111,0.008547008547008548,35.0,52.0,151.0,95.0,54.0,107.71428571428571,105.5,99.3,47.91212193768331,0,5,19,0,68.0,8.414285714285711,-17.0,-116.0,130.0,114.0
2025-05-20,130,2.1076923076923078,0.24615384615384617,0.9980769230769231,44.86153846153846,0.007692307692307693,0.07692307692307693,0.05384615384615385,117.0,35.0,111.0,108.0,31.0,110.42857142857143,107.07142857142857,102.6,48.66161095722568,1,5,20,0,94.0,7.828571428571436,82.0,6.0,127.0,127.0
2025-05-21,127,1.9921259842519685,0.15748031496062992,0.9940944881889764,42.62204724409449,0.007874015748031496,0.12598425196850394,0.047244094488188976,130.0,117.0,149.0,125.0,49.0,107.28571428571429,107.21428571428571,105.2,46.41377053459566,2,5,21,0,124.66666666666667,2.085714285714289,13.0,-19.0,194.0,160.0
2025-05-22,194,1.9175257731958764,0.12371134020618557,1.0,48.30927835051546,0.0,0.13917525773195877,0.0,127.0,130.0,165.0,119.0,78.0,111.42857142857143,112.57142857142857,109.06666666666666,53.219223164996684,3,5,22,0,150.33333333333334,2.3619047619047677,-3.0,-38.0,146.0,129.0
2025-05-23,146,1.856164383561644,0.10273972602739725,0.9828767123287672,46.0,0.0,0.136986301369863,0.00684931506849315,194.0,127.0,125.0,109.0,123.0,114.42857142857143,115.21428571428571,109.83333333333333,54.683504956117424,4,5,23,0,155.66666666666666,4.595238095238102,67.0,69.0,90.0,134.0
2025-05-24,90,1.7777777777777777,0.12222222222222222,0.9472222222222222,65.83333333333333,0.05555555555555555,0.23333333333333334,0.011111111111111112,146.0,194.0,52.0,73.0,130.0,119.85714285714286,116.42857142857143,108.5,49.049052221317474,5,5,24,1,143.33333333333334,11.357142857142861,-48.0,94.0,54.0,61.0
2025-05-25,54,1.5,0.12962962962962962,0.7361111111111112,50.425925925925924,0.05555555555555555,0.2222222222222222,0.0,90.0,146.0,35.0,38.0,118.0,122.57142857142857,117.57142857142857,106.36666666666666,43.81726122149107,6,5,25,1,96.66666666666667,16.20476190476191,-56.0,55.0,114.0,42.0
2025-05-26,114,1.956140350877193,0.18421052631578946,0.9978070175438597,46.90350877192982,0.02631578947368421,0.11403508771929824,0.0,54.0,90.0,117.0,151.0,61.0,122.14285714285714,114.92857142857143,108.13333333333334,43.89543853078049,0,5,26,0,86.0,14.009523809523799,-36.0,-63.0,127.0,127.0
2025-05-27,127,2.015748031496063,0.15748031496062992,1.0,40.59842519685039,0.023622047244094488,0.09448818897637795,0.023622047244094488,114.0,54.0,130.0,111.0,45.0,121.71428571428571,116.07142857142857,110.86666666666666,43.82052139395536,1,5,27,0,98.33333333333333,10.847619047619048,60.0,-16.0,160.0,120.0
2025-05-28,160,1.975,0.14375,0.9859375,45.41875,0.0125,0.0875,0.0375,127.0,114.0,127.0,149.0,115.0,126.42857142857143,116.85714285714286,112.36666666666666,46.19472243614399,2,5,28,0,133.66666666666666,14.06190476190477,13.0,0.0,129.0,178.0
2025-05-29,129,1.875968992248062,0.12403100775193798,0.9961240310077519,46.65891472868217,0.031007751937984496,0.12403100775193798,0.007751937984496124,160.0,127.0,194.0,165.0,171.0,117.14285714285714,114.28571428571429,110.96666666666667,35.68579816224088,3,5,29,0,138.66666666666666,6.17619047619047,33.0,-34.0,134.0,134.0
2025-05-30,134,2.0223880597014925,0.208955223880597,0.9981343283582089,54.582089552238806,0.007462686567164179,0.06716417910447761,0.05223880597014925,129.0,160.0,146.0,125.0,195.0,115.42857142857143,114.92857142857143,108.93333333333334,34.331021651256634,4,5,30,0,141.0,6.4952380952380935,-31.0,-17.0,61.0,128.0
2025-05-31,61,1.901639344262295,0.16393442622950818,0.9631147540983607,48.59016393442623,0.03278688524590164,0.14754098360655737,0.01639344262295082,134.0,129.0,90.0,52.0,93.0,111.28571428571429,115.57142857142857,107.86666666666666,39.301035973259445,5,5,31,1,108.0,3.4190476190476318,5.0,44.0,42.0,90.0
2025-06-01,42,1.880952380952381,0.19047619047619047,0.9642857142857143,49.642857142857146,0.0,0.19047619047619047,0.047619047619047616,61.0,134.0,54.0,35.0,95.0,109.57142857142857,116.07142857142857,106.1,42.359009835992616,6,6,1,1,79.0,3.471428571428575,-73.0,7.0,127.0,52.0
2025-06-02,127,1.811023622047244,0.07874015748031496,1.0,48.425196850393704,0.0,0.14173228346456693,0.0,42.0,61.0,114.0,117.0,66.0,111.42857142857143,116.78571428571429,108.13333333333334,42.86745907584274,0,6,2,0,76.66666666666667,3.2952380952380906,-19.0,-72.0,120.0,170.0
2025-06-03,120,1.9833333333333334,0.21666666666666667,0.9979166666666667,47.1,0.025,0.11666666666666667,0.025,127.0,42.0,127.0,130.0,37.0,110.42857142857143,116.07142857142857,110.9,42.523942835604025,1,6,3,0,96.33333333333333,-0.4714285714285751,85.0,0.0,178.0,155.0
2025-06-04,178,1.7584269662921348,0.1348314606741573,0.9536516853932584,78.7752808988764,0.02247191011235955,0.3651685393258427,0.016853932584269662,120.0,127.0,160.0,127.0,95.0,113.0,119.71428571428571,113.66666666666667,46.389654018972855,2,6,4,0,141.66666666666666,-0.6666666666666714,-7.0,-40.0,134.0,152.0
2025-06-05,134,2.201492537313433,0.3656716417910448,0.9701492537313433,74.47014925373135,0.21641791044776118,0.1044776119402985,0.014925373134328358,178.0,120.0,129.0,194.0,108.0,113.71428571428571,115.42857142857143,114.53333333333333,46.71443133805762,3,6,5,0,144.0,-0.8190476190476232,58.0,49.0,128.0,119.0
2025-06-06,128,1.9921875,0.171875,0.9921875,46.0859375,0.0078125,0.0546875,0.015625,134.0,178.0,134.0,146.0,125.0,112.85714285714286,114.14285714285714,114.63333333333334,46.33367591514328,4,6,6,0,146.66666666666666,-1.7761904761904788,-44.0,0.0,90.0,91.0
2025-06-07,90,1.9222222222222223,0.18888888888888888,1.0,53.355555555555554,0.0,0.15555555555555556,0.022222222222222223,128.0,134.0,61.0,90.0,119.0,117.0,114.14285714285714,113.66666666666667,42.019836585435115,5,6,7,1,117.33333333333333,3.3333333333333286,-6.0,67.0,52.0,54.0
2025-06-08,52,1.7692307692307692,0.1346153846153846,1.0,60.53846153846154,0.0,0.21153846153846154,0.019230769230769232,90.0,128.0,42.0,54.0,109.0,118.42857142857143,114.0,111.76666666666667,39.114605724107534,6,6,8,1,90.0,6.661904761904765,-38.0,48.0,170.0,84.0
2025-06-09,170,1.9058823529411764,0.08235294117647059,0.9470588235294117,49.6,0.0058823529411764705,0.029411764705882353,0.0,52.0,90.0,127.0,114.0,73.0,124.57142857142857,118.0,115.0,43.78301475403888,0,6,9,0,104.0,9.57142857142857,-38.0,-75.0,155.0,180.0
2025-06-10,155,2.0709677419354837,0.1870967741935484,0.9983870967741936,44.38709677419355,0.0064516129032258064,0.08387096774193549,0.0064516129032258064,170.0,52.0,120.0,127.0,38.0,129.57142857142858,120.0,118.9,45.15106917470563,1,6,10,0,125.66666666666667,10.671428571428578,118.0,50.0,152.0,150.0
2025-06-11,152,2.111842105263158,0.23026315789473684,0.9901315789473685,49.99342105263158,0.013157894736842105,0.046052631578947366,0.019736842105263157,155.0,170.0,178.0,160.0,151.0,125.85714285714286,119.42857142857143,118.93333333333334,41.41830743133036,2,6,11,0,159.0,6.923809523809524,-15.0,-23.0,119.0,143.0
2025-06-12,119,2.0672268907563027,0.25210084033613445,1.0,46.226890756302524,0.025210084033613446,0.10084033613445378,0.05042016806722689,152.0,155.0,134.0,129.0,111.0,123.71428571428571,118.71428571428571,119.2,41.31470394308505,3,6,12,0,142.0,4.514285714285705,-3.0,18.0,91.0,77.0
2025-06-13,91,1.835164835164835,0.0989010989010989,0.9972527472527473,50.120879120879124,0.0,0.10989010989010989,0.0,119.0,152.0,128.0,134.0,149.0,118.42857142857143,115.64285714285714,117.26666666666667,43.007197625735316,4,6,13,0,120.66666666666667,1.1619047619047649,-33.0,-9.0,54.0,85.0
2025-06-14,54,1.9814814814814814,0.2037037037037037,1.0,50.55555555555556,0.018518518518518517,0.07407407407407407,0.0,91.0,119.0,90.0,61.0,165.0,113.28571428571429,115.14285714285714,113.56666666666666,48.74325350143102,5,6,14,1,88.0,-0.2809523809523711,-28.0,1.0,84.0,69.0
2025-06-15,84,1.630952380952381,0.14285714285714285,1.0,62.19047619047619,0.047619047619047616,0.08333333333333333,0.011904761904761904,54.0,91.0,52.0,42.0,125.0,117.85714285714286,118.14285714285714,112.2,43.22587408573939,6,6,15,1,76.33333333333333,5.657142857142858,-37.0,2.0,180.0,42.0
2025-06-16,180,1.85,0.1111111111111111,1.0,44.86666666666667,0.011111111111111112,0.13333333333333333,0.016666666666666666,84.0,54.0,170.0,127.0,52.0,119.28571428571429,121.92857142857143,116.46666666666667,45.349436915704196,0,6,16,0,106.0,2.8190476190476232,30.0,-86.0,150.0,115.0
2025-06-17,150,1.94,0.16,1.0,52.513333333333335,0.03333333333333333,0.1,0.013333333333333334,180.0,84.0,155.0,120.0,35.0,118.57142857142857,124.07142857142857,120.3,44.72828017730006,1,6,17,0,138.0,-1.7285714285714278,96.0,25.0,143.0,127.0
2025-06-18,143,1.8111888111888113,0.11188811188811189,0.993006993006993,42.11188811188811,0.013986013986013986,0.11188811188811189,0.0,150.0,180.0,152.0,178.0,117.0,117.28571428571429,121.57142857142857,121.16666666666667,43.72533318231855,2,6,18,0,157.66666666666666,-3.8809523809523796,-30.0,-2.0,77.0,160.0
2025-06-19,77,1.8571428571428572,0.18181818181818182,1.0,53.76623376623377,0.07792207792207792,0.12987012987012986,0.025974025974025976,143.0,150.0,119.0,134.0,130.0,111.28571428571429,117.5,119.4,46.25910463794958,3,6,19,0,123.33333333333333,-8.114285714285714,-7.0,24.0,85.0,386.0
2025-06-20,85,1.8,0.11764705882352941,0.9823529411764705,47.917647058823526,0.0,0.18823529411764706,0.011764705882352941,77.0,143.0,91.0,128.0,127.0,110.42857142857143,114.42857142857143,118.0,46.75060478345765,4,6,20,0,101.66666666666667,-7.571428571428569,-66.0,-14.0,69.0,130.0
2025-06-21,69,1.6521739130434783,0.11594202898550725,1.0,49.47826086956522,0.014492753623188406,0.2753623188405797,0.0,85.0,77.0,54.0,90.0,194.0,112.57142857142857,112.92857142857143,113.83333333333333,43.9956707826924,5,6,21,1,77.0,-1.2619047619047592,8.0,31.0,42.0,56.0
2025-06-22,42,1.8571428571428572,0.2619047619047619,1.0,53.333333333333336,0.0,0.19047619047619047,0.0,69.0,85.0,84.0,52.0,146.0,106.57142857142857,112.21428571428571,110.36666666666666,50.86864503423552,6,6,22,1,65.33333333333333,-3.7952380952380906,-16.0,-15.0,115.0,38.0
2025-06-23,115,1.9391304347826086,0.1565217391304348,0.9847826086956522,42.00869565217391,0.0,0.08695652173913043,0.043478260869565216,42.0,69.0,180.0,170.0,90.0,97.28571428571429,108.28571428571429,111.2,40.002976079763144,0,6,23,0,75.33333333333333,-13.914285714285711,-27.0,-138.0,127.0,104.0
2025-06-24,127,1.9448818897637796,0.15748031496062992,0.9980314960629921,47.62992125984252,0.0,0.08661417322834646,0.031496062992125984,115.0,42.0,150.0,155.0,54.0,94.0,106.28571428571429,113.63333333333334,35.66043559277808,1,6,24,0,94.66666666666667,-19.63333333333334,73.0,-35.0,160.0,110.0
2025-06-25,160,2.09375,0.3,0.9953125,45.525,0.03125,0.05,0.05625,127.0,115.0,143.0,152.0,114.0,96.42857142857143,106.85714285714286,115.16666666666667,39.882565710082574,2,6,25,0,134.0,-18.73809523809524,12.0,-16.0,386.0,120.0
2025-06-26,386,2.569948186528497,0.6632124352331606,0.5977979274611399,43.634715025906736,0.023316062176165803,0.03367875647668394,0.012953367875647668,160.0,127.0,77.0,119.0,127.0,140.57142857142858,125.92857142857143,123.8,115.02008106247818,3,6,26,0,224.33333333333334,16.771428571428586,33.0,83.0,130.0,149.0
2025-06-27,130,1.9615384615384615,0.18461538461538463,0.9961538461538462,48.01538461538462,0.007692307692307693,0.14615384615384616,0.007692307692307693,386.0,160.0,85.0,91.0,160.0,147.0,128.71428571428572,122.8,112.62918508687409,4,6,27,0,225.33333333333334,24.200000000000003,226.0,301.0,56.0,104.0
2025-06-28,56,1.8571428571428572,0.21428571428571427,0.9732142857142857,46.892857142857146,0.0,0.26785714285714285,0.017857142857142856,130.0,386.0,69.0,54.0,129.0,145.14285714285714,128.85714285714286,120.36666666666666,114.22554963963272,5,6,28,1,190.66666666666666,24.77619047619048,-256.0,61.0,38.0,73.0
2025-06-29,38,1.9736842105263157,0.18421052631578946,0.9210526315789473,47.473684210526315,0.02631578947368421,0.18421052631578946,0.05263157894736842,56.0,130.0,42.0,84.0,134.0,144.57142857142858,125.57142857142857,117.16666666666667,114.83590777403087,6,6,29,1,74.66666666666667,27.404761904761912,-74.0,14.0,104.0,25.0
2025-06-30,104,1.875,0.14423076923076922,0.9903846153846154,47.52884615384615,0.019230769230769232,0.18269230769230768,0.009615384615384616,38.0,56.0,115.0,180.0,61.0,143.0,120.14285714285714,118.6,115.38197432874863,0,6,30,0,66.0,24.400000000000006,-18.0,-77.0,110.0,100.0
2025-07-01,110,1.8545454545454545,0.1,0.990909090909091,45.054545454545455,0.0,0.11818181818181818,0.02727272727272727,104.0,38.0,127.0,150.0,42.0,140.57142857142858,117.28571428571429,120.86666666666666,115.95237117434205,1,7,1,0,84.0,19.704761904761924,66.0,-23.0,120.0,150.0
2025-07-02,120,1.8916666666666666,0.11666666666666667,0.9916666666666667,44.49166666666667,0.03333333333333333,0.09166666666666666,0.0,110.0,104.0,160.0,143.0,127.0,134.85714285714286,115.64285714285714,120.63333333333334,115.82087976904765,2,7,2,0,111.33333333333333,14.223809523809521,6.0,-50.0,149.0,83.0
2025-07-03,149,1.7718120805369129,0.20134228187919462,0.9949664429530202,58.53691275167785,0.020134228187919462,0.3288590604026846,0.006711409395973154,120.0,110.0,386.0,77.0,120.0,101.0,120.78571428571429,121.6,39.97916123849188,3,7,3,0,126.33333333333333,-20.599999999999994,10.0,-266.0,104.0,163.0
2025-07-04,104,1.8461538461538463,0.15384615384615385,0.9423076923076923,52.45192307692308,0.0,0.21153846153846154,0.019230769230769232,149.0,120.0,130.0,85.0,178.0,97.28571428571429,122.14285714285714,119.13333333333334,37.99436048378004,4,7,4,0,124.33333333333333,-21.847619047619048,29.0,19.0,73.0,114.0
2025-07-05,73,2.2054794520547945,0.4246575342465753,0.9863013698630136,50.97260273972603,0.0,0.136986301369863,0.0410958904109589,104.0,149.0,56.0,69.0,134.0,99.71428571428571,122.42857142857143,117.1,35.36813201039546,5,7,5,1,108.66666666666667,-17.385714285714286,-45.0,48.0,25.0,57.0
2025-07-06,25,1.84,0.2,0.99,52.96,0.0,0.28,0.08,73.0,104.0,38.0,42.0,128.0,97.85714285714286,121.21428571428571,113.66666666666667,39.27437065665328,6,7,6,1,67.33333333333333,-15.80952380952381,-31.0,35.0,100.0,48.0
2025-07-07,100,1.91,0.17,1.0,52.0,0.01,0.08,0.0,25.0,73.0,104.0,115.0,90.0,97.28571428571429,120.14285714285714,114.0,39.19912535467375,0,7,7,0,66.0,-16.714285714285708,-48.0,-79.0,150.0,119.0
2025-07-08,150,1.8933333333333333,0.20666666666666667,1.0,52.92,0.03333333333333333,0.24666666666666667,0.03333333333333333,100.0,25.0,110.0,127.0,52.0,103.0,121.78571428571429,117.26666666666667,43.984845875217815,1,7,8,0,91.66666666666667,-14.266666666666666,75.0,-10.0,83.0,120.0
2025-07-09,83,2.072289156626506,0.24096385542168675,1.0,42.65060240963855,0.0,0.060240963855421686,0.04819277108433735,150.0,100.0,120.0,160.0,170.0,97.71428571428571,116.28571428571429,114.36666666666666,43.82432462196567,2,7,9,0,111.0,-16.652380952380952,50.0,30.0,163.0,141.0
2025-07-10,163,2.1104294478527605,0.3006134969325153,0.9754601226993865,63.40490797546012,0.09202453987730061,0.08588957055214724,0.018404907975460124,83.0,150.0,149.0,386.0,155.0,99.71428571428571,100.35714285714286,114.63333333333334,46.775044221302025,3,7,10,0,132.0,-14.919047619047632,-67.0,-66.0,114.0,110.0
2025-07-11,114,1.9649122807017543,0.12280701754385964,0.9846491228070176,47.43859649122807,0.008771929824561403,0.09649122807017543,0.06140350877192982,163.0,83.0,104.0,130.0,152.0,101.14285714285714,99.21428571428571,113.36666666666666,47.079466760746016,4,7,11,0,120.0,-12.223809523809521,80.0,59.0,57.0,107.0
2025-07-12,57,1.912280701754386,0.17543859649122806,0.9868421052631579,48.59649122807018,0.0,0.10526315789473684,0.03508771929824561,114.0,163.0,73.0,56.0,119.0,98.85714285714286,99.28571428571429,111.3,49.021861012642674,5,7,12,1,111.33333333333333,-12.442857142857136,-49.0,41.0,48.0,52.0
2025-07-13,48,1.9583333333333333,0.25,1.0,51.854166666666664,0.041666666666666664,0.25,0.020833333333333332,57.0,114.0,25.0,38.0,91.0,102.14285714285714,100.0,109.86666666666666,43.731866990516075,6,7,13,1,73.0,-7.723809523809521,-57.0,32.0,119.0,28.0
2025-07-14,119,2.0504201680672267,0.226890756302521,1.0,48.714285714285715,0.01680672268907563,0.07563025210084033,0.01680672268907563,48.0,57.0,100.0,104.0,54.0,104.85714285714286,101.07142857142857,112.03333333333333,44.16419579791066,0,7,14,0,74.66666666666667,-7.17619047619047,-9.0,-52.0,120.0,129.0
2025-07-15,120,1.975,0.15,1.0,51.06666666666667,0.0,0.11666666666666667,0.0,119.0,48.0,150.0,110.0,84.0,100.57142857142857,101.78571428571429,113.23333333333333,40.34376095035075,1,7,15,0,95.66666666666667,-12.661904761904765,71.0,-31.0,141.0,112.0
2025-07-16,141,1.822695035460993,0.1347517730496454,1.0,46.645390070921984,0.014184397163120567,0.1347517730496454,0.014184397163120567,120.0,119.0,83.0,120.0,180.0,108.85714285714286,103.28571428571429,111.93333333333334,42.053254219812644,2,7,16,0,126.66666666666667,-3.076190476190476,1.0,37.0,110.0,134.0
2025-07-17,110,1.9454545454545455,0.14545454545454545,1.0,49.92727272727273,0.02727272727272727,0.06363636363636363,0.02727272727272727,141.0,120.0,163.0,149.0,150.0,101.28571428571429,100.5,110.6,34.8315675104939,3,7,17,0,123.66666666666667,-9.314285714285703,21.0,-22.0,107.0,113.0
2025-07-18,107,1.9532710280373833,0.12149532710280374,1.0,50.16822429906542,0.009345794392523364,0.1308411214953271,0.037383177570093455,110.0,141.0,114.0,104.0,143.0,100.28571428571429,100.71428571428571,109.4,34.504658070634854,4,7,18,0,119.33333333333333,-9.114285714285714,-31.0,-4.0,52.0,120.0
2025-07-19,52,1.6153846153846154,0.07692307692307693,0.9951923076923077,51.76923076923077,0.0,0.34615384615384615,0.019230769230769232,107.0,110.0,57.0,73.0,77.0,99.57142857142857,99.21428571428571,108.56666666666666,35.58490851872058,5,7,19,1,89.66666666666667,-8.995238095238093,-3.0,50.0,28.0,156.0
2025-07-20,28,1.6428571428571428,0.17857142857142858,1.0,52.57142857142857,0.03571428571428571,0.21428571428571427,0.0,52.0,107.0,48.0,25.0,85.0,96.71428571428571,99.42857142857143,106.66666666666667,40.83182698873629,6,7,20,1,62.333333333333336,-9.952380952380963,-55.0,4.0,129.0,42.0
2025-07-21,129,1.8992248062015504,0.06976744186046512,0.9883720930232558,43.031007751937985,0.0,0.07751937984496124,0.007751937984496124,28.0,52.0,119.0,100.0,69.0,98.14285714285714,101.5,108.66666666666667,41.902380884736395,0,7,21,0,69.66666666666667,-10.523809523809533,-24.0,-91.0,112.0,159.0
2025-07-22,112,1.8125,0.0625,0.9933035714285714,50.473214285714285,0.0,0.09821428571428571,0.017857142857142856,129.0,28.0,120.0,150.0,42.0,97.0,98.78571428571429,111.0,41.31182235954575,1,7,22,0,89.66666666666667,-14.0,101.0,9.0,134.0,198.0
2025-07-23,134,1.8656716417910448,0.11194029850746269,0.9888059701492538,50.06716417910448,0.007462686567164179,0.17164179104477612,0.014925373134328358,112.0,129.0,141.0,83.0,115.0,96.0,102.42857142857143,111.63333333333334,40.137264480778924,2,7,23,0,125.0,-15.63333333333334,-17.0,-29.0,113.0,150.0
2025-07-24,113,1.8761061946902655,0.07964601769911504,1.0,48.75221238938053,0.0,0.12389380530973451,0.0,134.0,112.0,110.0,163.0,127.0,96.42857142857143,98.85714285714286,111.16666666666667,40.327232911343074,3,7,24,0,119.66666666666667,-14.73809523809524,22.0,24.0,120.0,162.0
2025-07-25,120,1.8166666666666667,0.125,1.0,49.56666666666667,0.0,0.1,0.03333333333333333,113.0,134.0,107.0,114.0,160.0,98.28571428571429,99.28571428571429,109.83333333333333,41.18541119423349,4,7,25,0,122.33333333333333,-11.547619047619037,-21.0,6.0,156.0,126.0
